bank,year,ori_item,pass1_code,pass2_final_code,agreement_with_pass1,coding_method,pdf_page,matched_rule,evidence_excerpt,adjudication_status,source_file,third_pass_final_code,third_pass_pdf_page,third_pass_evidence_excerpt,third_pass_adjudication
CalBank PLC,2020,ORI7,1.0,1.0,True,bounded_concept_specific_text_search,31.0,AML/CFT,"uality and experience of the audit partner, and the audit Governance Directive (2018), the Board during the year plan which provided details of the number of years KPMG went through externally facilitated and internal governance partners and senior team members have been involved in evaluations, as well as half-yearly AML/CFT evaluations. similar audits. KPMG’s lead audit partner for CalBank has experience in auditing banks and understands the markets Changes to the Board Committees in which the Group operates. Following the changes in the membership of the Board, the memberships of the Board Committees were duly During the review period, KPMG was engaged to assist reconstituted. the Bank to undertake an Enterprise Risk Management assessment as part of the process to enhance the Bank’s Audit Committee existing risk culture. As part of",explicit evidence located,CalBank PLC - 2020 - Annual Report.pdf,1.0,31.0,"uality and experience of the audit partner, and the audit Governance Directive (2018), the Board during the year plan which provided details of the number of years KPMG went through externally facilitated and internal governance partners and senior team members have been involved in evaluations, as well as half-yearly AML/CFT evaluations. similar audits. KPMG’s lead audit partner for CalBank has experience in auditing banks and understands the markets Changes to the Board Committees in which the Group operates. Following the changes in the membership of the Board, the memberships of the Board Committees were duly During the review period, KPMG was engaged to assist reconstituted. the Bank to undertake an Enterprise Risk Management assessment as part of the process to enhance the Bank’s Audit Committee existing risk culture. As part of",Retained after independent report-level cross-check.
CalBank PLC,2020,ORI8,1.0,1.0,True,bounded_concept_specific_text_search,32.0,incident response,"and contingency for different business and geographic markets of plans and, operation, • Review and discuss (i) technologies, policies, processes, • monitor the effectiveness of the risk management and practices for managing and mitigating cybersecurity organisational structure, risks and (ii) the Bank’s cyber-attack incident response • advise management on the adoption and and recovery plan. implementation of an appropriate risk management policy, The Committee is chaired by Mr. Kweku B. Yoku Korsah • keep under review the status and application of risk and has Mr. Solomon Asamoah, Mr. Richard Arkutu, Dr. management responsibilities and accountabilities and, Cynthia Forson and Mr. Philip Owiredu as members. • review and monitor any requirement for reporting on risk management to the Board. Credit Committee The overall authority for approving c",explicit evidence located,CalBank PLC - 2020 - Annual Report.pdf,1.0,32.0,"and contingency for different business and geographic markets of plans and, operation, • Review and discuss (i) technologies, policies, processes, • monitor the effectiveness of the risk management and practices for managing and mitigating cybersecurity organisational structure, risks and (ii) the Bank’s cyber-attack incident response • advise management on the adoption and and recovery plan. implementation of an appropriate risk management policy, The Committee is chaired by Mr. Kweku B. Yoku Korsah • keep under review the status and application of risk and has Mr. Solomon Asamoah, Mr. Richard Arkutu, Dr. management responsibilities and accountabilities and, Cynthia Forson and Mr. Philip Owiredu as members. • review and monitor any requirement for reporting on risk management to the Board. Credit Committee The overall authority for approving c",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,96.0,manage(?:ment|s|d|ing)? (?:of )?operational risk,"e, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Group’s operations and are faced by all business entities. The Group’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Group standards for the management of operational risk in the following areas: • requirements for",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,96.0,"e, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Group’s operations and are faced by all business entities. The Group’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Group standards for the management of operational risk in the following areas: • requirements for",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,26.0,"board.{0,180}(?:oversight|oversees|responsib).{0,160}(?:operational|enterprise|cyber|information|technology)?\s*risk","nt. As outlined in the Board Charter and in accordance with good corporate governance directive 2018, the Board has constituted committees in the areas of Audit, Risk Management, Cyber and Information Security, Credit, and Governance and Compensation, to assist with the execution of the various responsibilities of the Board. Internal control systems The directors have overall responsibility for the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The systems are designed to manage rather than eliminate the risk of failure to achieve business objectives PLC Annual Report 2021 25",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,26.0,"nt. As outlined in the Board Charter and in accordance with good corporate governance directive 2018, the Board has constituted committees in the areas of Audit, Risk Management, Cyber and Information Security, Credit, and Governance and Compensation, to assist with the execution of the various responsibilities of the Board. Internal control systems The directors have overall responsibility for the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The systems are designed to manage rather than eliminate the risk of failure to achieve business objectives PLC Annual Report 2021 25",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI3,1.0,1.0,True,bounded_concept_specific_text_search,29.0,disaster recovery,"rategies to align with the corporate strategy of the Bank, • Oversee and advise the Board on the current cyber risk exposure and future risk strategy, • Hold an annual discussion about the adequacy of the IT Governance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes, and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. Credit Committee The Credit Committee is a four-member committee with extensive knowledge in banking and finance. The overall authority for approving credit facilities rests with the Board. The Board has delegated the credit review function, above the threshold delegated to the manageme",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,29.0,"rategies to align with the corporate strategy of the Bank, • Oversee and advise the Board on the current cyber risk exposure and future risk strategy, • Hold an annual discussion about the adequacy of the IT Governance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes, and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. Credit Committee The Credit Committee is a four-member committee with extensive knowledge in banking and finance. The overall authority for approving credit facilities rests with the Board. The Board has delegated the credit review function, above the threshold delegated to the manageme",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI4,1.0,1.0,True,bounded_concept_specific_text_search,17.0,cybersecurity,"ts in controls to further improve the bank’s security posture continues. We are pleased to inform you that we have successfully re-certified as Payment Card Industry Data Security Standard (PCI DSS) compliant and have been awarded the PCI DSS Version 3.2.1 Certification. This attests to the effectiveness of the bank’s cybersecurity capabilities in defending the bank against potential threats to keep the financial ecosystem secure and in line with the evolving threat landscape. We completed our Security Operations Center (SOC) during the review period. This is expected to enhance our information security posture, in accordance with the cyber and information security directive of the Bank of Ghana. We continue to prioritise the health and safety of both customers and employees by putting in place the Covid-19 protocols (monitoring of temperatu",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,17.0,"ts in controls to further improve the bank’s security posture continues. We are pleased to inform you that we have successfully re-certified as Payment Card Industry Data Security Standard (PCI DSS) compliant and have been awarded the PCI DSS Version 3.2.1 Certification. This attests to the effectiveness of the bank’s cybersecurity capabilities in defending the bank against potential threats to keep the financial ecosystem secure and in line with the evolving threat landscape. We completed our Security Operations Center (SOC) during the review period. This is expected to enhance our information security posture, in accordance with the cyber and information security directive of the Bank of Ghana. We continue to prioritise the health and safety of both customers and employees by putting in place the Covid-19 protocols (monitoring of temperatu",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI5,1.0,1.0,True,bounded_concept_specific_text_search,26.0,internal control systems?,"outlined in the Board Charter and in accordance with good corporate governance directive 2018, the Board has constituted committees in the areas of Audit, Risk Management, Cyber and Information Security, Credit, and Governance and Compensation, to assist with the execution of the various responsibilities of the Board. Internal control systems The directors have overall responsibility for the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The systems are designed to manage rather than eliminate the risk of failure to achieve business objectives PLC Annual Report 2021 25",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,26.0,"outlined in the Board Charter and in accordance with good corporate governance directive 2018, the Board has constituted committees in the areas of Audit, Risk Management, Cyber and Information Security, Credit, and Governance and Compensation, to assist with the execution of the various responsibilities of the Board. Internal control systems The directors have overall responsibility for the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The systems are designed to manage rather than eliminate the risk of failure to achieve business objectives PLC Annual Report 2021 25",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI6,1.0,1.0,True,bounded_concept_specific_text_search,28.0,internal audit (?:department|unit|reports?|plan|activities|assurance),"al Auditor of the Bank reports directly to the Audit Committee and sits in all meetings of the Committee. During the review period, the Audit Committee considered and discussed reports on control environment weaknesses, their root causes, management responses and remediation actions. The roles and responsibilities The Internal Audit Department has responsibility for bringing a systematic, disciplined approach to evaluate and report on the effectiveness of governance processes, risk management and internal control. The Internal Audit Department evaluates whether management has an effective process in place at all levels to identify, manage and control risks. Management has the responsibility for internal control and risk management activities of the Bank. The scope of Internal Audit encompasses, but is not limited to, the examination and evaluation of th",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,28.0,"al Auditor of the Bank reports directly to the Audit Committee and sits in all meetings of the Committee. During the review period, the Audit Committee considered and discussed reports on control environment weaknesses, their root causes, management responses and remediation actions. The roles and responsibilities The Internal Audit Department has responsibility for bringing a systematic, disciplined approach to evaluate and report on the effectiveness of governance processes, risk management and internal control. The Internal Audit Department evaluates whether management has an effective process in place at all levels to identify, manage and control risks. Management has the responsibility for internal control and risk management activities of the Bank. The scope of Internal Audit encompasses, but is not limited to, the examination and evaluation of th",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI7,1.0,1.0,True,bounded_concept_specific_text_search,27.0,anti-money laundering,"the Bank of Ghana directive on corporate governance, which limit the maximum period for non executive director to nine years. Board Evaluation In accordance with the requirements of the Corporate Governance Directive (2018), the Board during the year went through internal governance evaluations, as well as half yearly Anti-Money Laundering/ Combating Financing of Terrorism and The Proliferation of Weapons of Mass Destruction (AML/CFT & P) evaluations. Performance Criteria for Assessing the Effectiveness of the Board The bank uses the following performance criteria to assess the effectiveness of the Board: • Board processes • Board effectiveness • Board structure • Evaluation of Chairman • Evaluation of Managing Director • Evaluation of self Report on Board Evaluation The Board conducts a periodic self evaluation to assess itself against its objectiv",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,27.0,"the Bank of Ghana directive on corporate governance, which limit the maximum period for non executive director to nine years. Board Evaluation In accordance with the requirements of the Corporate Governance Directive (2018), the Board during the year went through internal governance evaluations, as well as half yearly Anti-Money Laundering/ Combating Financing of Terrorism and The Proliferation of Weapons of Mass Destruction (AML/CFT & P) evaluations. Performance Criteria for Assessing the Effectiveness of the Board The bank uses the following performance criteria to assess the effectiveness of the Board: • Board processes • Board effectiveness • Board structure • Evaluation of Chairman • Evaluation of Managing Director • Evaluation of self Report on Board Evaluation The Board conducts a periodic self evaluation to assess itself against its objectiv",Retained after independent report-level cross-check.
CalBank PLC,2021,ORI8,1.0,1.0,True,bounded_concept_specific_text_search,29.0,incident response,"nance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes, and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. Credit Committee The Credit Committee is a four-member committee with extensive knowledge in banking and finance. The overall authority for approving credit facilities rests with the Board. The Board has delegated the credit review function, above the threshold delegated to the management credit committee, to the sub committee due to their proven knowledge and experience in credit risk management. The sub–credit Committee then recommends credits to the Board for approval. The Committee is chaire",explicit evidence located,CalBank PLC - 2021 - Annual Report.pdf,1.0,29.0,"nance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes, and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. Credit Committee The Credit Committee is a four-member committee with extensive knowledge in banking and finance. The overall authority for approving credit facilities rests with the Board. The Board has delegated the credit review function, above the threshold delegated to the management credit committee, to the sub committee due to their proven knowledge and experience in credit risk management. The sub–credit Committee then recommends credits to the Board for approval. The Committee is chaire",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,34.0,operational risk management,"Corporate Governance Report (Continued) • Environmental and Social Risk • Compliance and AML/CFT The Risk committee within the period considered and recommended for approval by the Board the Enterprise Risk Man- agement Framework and Policy, Operational Risk Management Framework and Policy, Credit Policy Manual, Credit ESM Policy, Anti-Bribery & Corruption Policy, Data Protection Policy and Framework, Treasury Policy, Shared Services Policy, Compliance and AML/CFT Training Programme which was duly approved. The Committee also discussed the impact of the Russia-Ukraine war on the bank, significant exposures, liquidity, Impact of Government of Ghana Debt Restructuring and the Environmental and Social Risk Assessment. The Committee, as part of the governance structure, has delegate",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,34.0,"Corporate Governance Report (Continued) • Environmental and Social Risk • Compliance and AML/CFT The Risk committee within the period considered and recommended for approval by the Board the Enterprise Risk Man- agement Framework and Policy, Operational Risk Management Framework and Policy, Credit Policy Manual, Credit ESM Policy, Anti-Bribery & Corruption Policy, Data Protection Policy and Framework, Treasury Policy, Shared Services Policy, Compliance and AML/CFT Training Programme which was duly approved. The Committee also discussed the impact of the Russia-Ukraine war on the bank, significant exposures, liquidity, Impact of Government of Ghana Debt Restructuring and the Environmental and Social Risk Assessment. The Committee, as part of the governance structure, has delegate",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,31.0,"board.{0,180}(?:oversight|oversees|responsib).{0,160}(?:operational|enterprise|cyber|information|technology)?\s*risk","rnal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves the Group’s Internal Control policy framework which stipulates the internal control functions in conformity with regulatory directives and standard guiding principles. The Group’s Internal Control policy provides a system of periodic inspection and review of controls in all business areas across the Bank to ensure the presence of relevant controls to ensure strict compliance. Control deficiencies, when established are remedied and reports are sent to the Board. Follow-",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,31.0,"rnal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves the Group’s Internal Control policy framework which stipulates the internal control functions in conformity with regulatory directives and standard guiding principles. The Group’s Internal Control policy provides a system of periodic inspection and review of controls in all business areas across the Bank to ensure the presence of relevant controls to ensure strict compliance. Control deficiencies, when established are remedied and reports are sent to the Board. Follow-",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI3,1.0,1.0,True,bounded_concept_specific_text_search,21.0,business continuity (?:plan|management|framework|programme|program|arrangements?|policy|testing|procedures?|strategy|capabilit(?:y|ies)|site|exercise),"ated transactions, our systems and operations. To enhance our risk management architecture and 1.3 deepen risk culture amongst our staff, we embarked on a 1.1 transformational enterprise risk management project which saw marked improvement in the bank’s risk maturity. 0.5 We continue to review, update and simulate our business continuity plan in the context of any potential disruptions to 2020 2021 2022 our business. We brought to completion the enhancement of our disaster recovery site project providing us the Operational Performance assurance that in the unfortunate event of any disruptions, At CalBank, we believe that a strong performance-based the bank’s systems and data are protected and will continue culture is fundamental to the bank’s growth trajectory. As a to operate with minimal interruptions in pursuit of the result, we continued our cultur",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,21.0,"ated transactions, our systems and operations. To enhance our risk management architecture and 1.3 deepen risk culture amongst our staff, we embarked on a 1.1 transformational enterprise risk management project which saw marked improvement in the bank’s risk maturity. 0.5 We continue to review, update and simulate our business continuity plan in the context of any potential disruptions to 2020 2021 2022 our business. We brought to completion the enhancement of our disaster recovery site project providing us the Operational Performance assurance that in the unfortunate event of any disruptions, At CalBank, we believe that a strong performance-based the bank’s systems and data are protected and will continue culture is fundamental to the bank’s growth trajectory. As a to operate with minimal interruptions in pursuit of the result, we continued our cultur",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI4,1.0,1.0,True,bounded_concept_specific_text_search,21.0,cyber security,"mobile service *771# as we continued to support Ghana’s financial inclusion agenda. The Bank of Ghana as part of its forbearance measures has provided a three-year timeframe for banks to restore their The surge in digital services comes with it an influx of capital. However, your board deem it imperative that capital cyber security risks, as such, maintaining a robust security restoration is achieved as soon as possible. infrastructure to protect the bank and its customers from any potential threats is our topmost priority. In line with A capital plan has therefore been put in place including a this, we continue to affirm our Payment Card Industry Data capital raise to restore the bank’s capital level to be able Security Standard (PCI DSS) and ISO 27001 certifications. to sustain and improve on its operational capacity prior to We run a 24-h",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,21.0,"mobile service *771# as we continued to support Ghana’s financial inclusion agenda. The Bank of Ghana as part of its forbearance measures has provided a three-year timeframe for banks to restore their The surge in digital services comes with it an influx of capital. However, your board deem it imperative that capital cyber security risks, as such, maintaining a robust security restoration is achieved as soon as possible. infrastructure to protect the bank and its customers from any potential threats is our topmost priority. In line with A capital plan has therefore been put in place including a this, we continue to affirm our Payment Card Industry Data capital raise to restore the bank’s capital level to be able Security Standard (PCI DSS) and ISO 27001 certifications. to sustain and improve on its operational capacity prior to We run a 24-h",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI5,1.0,1.0,True,bounded_concept_specific_text_search,31.0,internal control systems?,"he Corporate Governance - Directive (2018) and other regula- tory directives, the Board has constituted committees in the areas of Audit, Risk Management, Credit, IT Governance, Cyber and Information Security, and Governance and Compensation, to assist with the execution of the various respon- sibilities of the Board. Internal control systems The Board of Directors have ultimate responsibility for the management of the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves th",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,31.0,"he Corporate Governance - Directive (2018) and other regula- tory directives, the Board has constituted committees in the areas of Audit, Risk Management, Credit, IT Governance, Cyber and Information Security, and Governance and Compensation, to assist with the execution of the various respon- sibilities of the Board. Internal control systems The Board of Directors have ultimate responsibility for the management of the Group’s internal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves th",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI6,1.0,1.0,True,bounded_concept_specific_text_search,12.0,chief internal auditor,"e Chief Risk Officer of the Bank as well as a member of the Executive. She is primarily responsible for overseeing and ensuring the Governance, Risk, Compliance and Control frameworks of the Bank are operating effectively, maintained, and updated as approved by regulations and best practice. Prior to this, she was the Chief Internal Auditor from 2005 when she joined the Bank through to 2018. Mrs. Banson previously worked with KPMG, Ghana as a Chartered Accountant, Management and Tax consultant and a Deputy Manager before joining CalBank in 2005. She holds an International Executive Master of Business Administration in Banking & Finance from the Paris Graduate School of Management and is also a member of the Intitute of Chartered Accountants, Ghana (ICAG). She is a Certified Anti- Barbara Banson Money Laundering Specialist and an Associate Business Co",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,12.0,"e Chief Risk Officer of the Bank as well as a member of the Executive. She is primarily responsible for overseeing and ensuring the Governance, Risk, Compliance and Control frameworks of the Bank are operating effectively, maintained, and updated as approved by regulations and best practice. Prior to this, she was the Chief Internal Auditor from 2005 when she joined the Bank through to 2018. Mrs. Banson previously worked with KPMG, Ghana as a Chartered Accountant, Management and Tax consultant and a Deputy Manager before joining CalBank in 2005. She holds an International Executive Master of Business Administration in Banking & Finance from the Paris Graduate School of Management and is also a member of the Intitute of Chartered Accountants, Ghana (ICAG). She is a Certified Anti- Barbara Banson Money Laundering Specialist and an Associate Business Co",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI7,1.0,1.0,True,bounded_concept_specific_text_search,31.0,anti-money laundering,"nk of Ghana directive on corporate governance, which limits the maximum tenure for each non executive director to nine years. Board Evaluation In accordance with the requirements of the Corporate Governance Directive (2018), the Board during the year went through internal governance evaluations, as well as half yearly Anti-Money Laundering/ Combating Financing of Terrorism and the Proliferation of Weapons of Mass Destruction (AML/CFT & P) evaluations. Performance Criteria for Assessing the Effectiveness of the Board The Bank uses the following performance criteria to assess the effectiveness of the Board: • Board processes 30 PLC Annual Report 2022",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,31.0,"nk of Ghana directive on corporate governance, which limits the maximum tenure for each non executive director to nine years. Board Evaluation In accordance with the requirements of the Corporate Governance Directive (2018), the Board during the year went through internal governance evaluations, as well as half yearly Anti-Money Laundering/ Combating Financing of Terrorism and the Proliferation of Weapons of Mass Destruction (AML/CFT & P) evaluations. Performance Criteria for Assessing the Effectiveness of the Board The Bank uses the following performance criteria to assess the effectiveness of the Board: • Board processes 30 PLC Annual Report 2022",Retained after independent report-level cross-check.
CalBank PLC,2022,ORI8,1.0,1.0,True,bounded_concept_specific_text_search,34.0,incident response,"rnance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. The IT Governance, Cyber and Information Security committee receives the following reports for its consideration: • Information Security • Technology • Audit reports on information security and technology The IT Governance, Cyber and Information Security committee within the period considered and recommended for ap- proval by the Board twenty information security and technology policies in line with ISO 27001 and other regulatory requirements which was duly approved. The Committee also discussed",explicit evidence located,CalBank PLC - 2022 - Annual Report.pdf,1.0,34.0,"rnance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber attack incident response and recovery plan. The IT Governance, Cyber and Information Security committee receives the following reports for its consideration: • Information Security • Technology • Audit reports on information security and technology The IT Governance, Cyber and Information Security committee within the period considered and recommended for ap- proval by the Board twenty information security and technology policies in line with ISO 27001 and other regulatory requirements which was duly approved. The Committee also discussed",Retained after independent report-level cross-check.
CalBank PLC,2023,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,119.0,manage(?:ment|s|d|ing)? (?:of )?operational risk,"e, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Group’s operations and are faced by all business entities. The Group’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Group standards for the management of operational risk in the following areas: • requirements for",explicit evidence located,CalBank PLC - 2023 - Annual Report.pdf,1.0,119.0,"e, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Group’s operations and are faced by all business entities. The Group’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Group standards for the management of operational risk in the following areas: • requirements for",Retained after independent report-level cross-check.
CalBank PLC,2023,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,30.0,"board.{0,180}(?:oversight|oversees|responsib).{0,160}(?:operational|enterprise|cyber|information|technology)?\s*risk","rnal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves the Group’s Internal Control policy framework which stipulates the internal control functions in conformity with regulatory directives and standard guiding principles. The Internal Control policy of the Group establishes a framework for conducting regular inspections and reviews of controls within all business areas throughout the Bank. The objective is to verify the existence of pertinent controls and guarantee strict compliance. In instances where control deficiencie",explicit evidence located,CalBank PLC - 2023 - Annual Report.pdf,1.0,30.0,"rnal control systems and annually reviews their effectiveness, including a review of financial, operational, compliance and risk management controls. The implementation and maintenance of the risk management and internal control systems are the responsibility of the executive directors and other senior management. The Board exercises oversight management through its Audit and Risk Committees. The Board reviews and approves the Group’s Internal Control policy framework which stipulates the internal control functions in conformity with regulatory directives and standard guiding principles. The Internal Control policy of the Group establishes a framework for conducting regular inspections and reviews of controls within all business areas throughout the Bank. The objective is to verify the existence of pertinent controls and guarantee strict compliance. In instances where control deficiencie",Retained after independent report-level cross-check.
CalBank PLC,2023,ORI3,1.0,1.0,True,bounded_concept_specific_text_search,34.0,disaster recovery,"rategies to align with the corporate strategy of the Bank, • Oversee and advise the Board on the current cyber risk exposure and future risk strategy, • Hold an annual discussion about the adequacy of the IT Governance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber-attack incident response and recovery plan. The IT Governance, Cyber and Information Security committee receives the following reports for its consideration: • Information Security • Technology • Audit reports on information security and technology The IT Governance, Cyber and Information Security committee within the period consi",explicit evidence located,CalBank PLC - 2023 - Annual Report.pdf,1.0,34.0,"rategies to align with the corporate strategy of the Bank, • Oversee and advise the Board on the current cyber risk exposure and future risk strategy, • Hold an annual discussion about the adequacy of the IT Governance, Cyber and Information Security policies, • Review and discuss the Bank’s IT business continuity and disaster recovery capabilities and contingency plans and, • Review and discuss (i) technologies, policies, processes and practices for managing and mitigating cybersecurity risks and (ii) the Bank’s cyber-attack incident response and recovery plan. The IT Governance, Cyber and Information Security committee receives the following reports for its consideration: • Information Security • Technology • Audit reports on information security and technology The IT Governance, Cyber and Information Security committee within the period consi",Retained after independent report-level cross-check.
