bank,year,financials_status,board_status,ori_status,overall_status,manual_review_date,corrections,notes
Fidelity Bank Ghana Limited,2022,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2022 Bank columns in GHS thousands and normalized to absolute GHS: loss after tax -388,585,000; total assets 13,785,897,000; total liabilities 13,129,520,000; cash and cash equivalents 3,421,897,000. Board composition is verified at 9 directors: one executive director, three independent non-executive directors and the remaining non-executive directors; board independence is 3/9 = 0.3333333333333333. ORI3 is supported by explicit disaster recovery procedures and business continuity planning wording. ORI8 is supported by explicit significant-incident reporting and liquidity crisis management/contingency action plan wording. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Fidelity Bank Ghana Limited,2023,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2023 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 750,825,000; total assets 17,220,009,000; total liabilities 15,779,550,000; cash and cash equivalents 5,208,765,000. Board composition is verified at 9 directors: one executive director, three independent non-executive directors and the remaining non-executive directors; board independence is 3/9 = 0.3333333333333333. ORI3 is supported by explicit disaster recovery procedures and business continuity planning wording. ORI8 is supported by explicit significant-incident reporting and liquidity crisis management/contingency action plan wording. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Fidelity Bank Ghana Limited,2024,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2024 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 772,159,000; total assets 22,114,072,000; total liabilities 20,043,098,000; cash and cash equivalents 9,849,312,000. Board composition is verified at 9 directors: one executive director, four independent non-executive directors and the remaining non-executive directors; board independence is 4/9 = 0.4444444444444444. ORI3 is supported by explicit disaster recovery procedures and business continuity planning wording. ORI8 is supported by explicit significant-incident reporting and liquidity crisis management/contingency action plan wording. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Fidelity Bank Ghana Limited,2025,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2025 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 916,822,000; total assets 25,982,029,000; total liabilities 23,212,276,000; cash and cash equivalents 8,380,689,000. Board composition is verified at 9 directors: one executive director, four independent non-executive directors and the remaining non-executive directors; board independence is 4/9 = 0.4444444444444444. ORI3 is supported by explicit disaster recovery procedures and business continuity planning wording. ORI8 is supported by explicit significant-incident reporting and liquidity crisis management/contingency action plan wording. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
First Atlantic Bank PLC,2020,verified,verified,verified,corrected_and_verified,2026-08-30,ORI6 corrected from 0 to 1; ORI score corrected from 75.0 to 87.5,"Financial values are verified from the 2020 statement in absolute Ghana cedis: profit after tax 85,813,270; total assets 3,363,147,051; total liabilities 2,764,359,872; cash and balances with banks 771,158,318. Board composition is verified at 10 directors: one non-executive chairman, six non-executive directors and three executive directors; non-executive directors are expressly independent of management, so board independence is 7/10 = 0.7. ORI6 is corrected to 1 because Internal Audit undertakes regular and ad-hoc reviews of risk management controls and procedures, with results reported to the Committee. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located in the supplied extract. ORI8 remains 1 because backup and recovery from cyber incidents, attacks and disaster events is explicitly disclosed. ORI vector [1,1,0,1,1,1,1,1]; score 87.5%."
First Atlantic Bank PLC,2021,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2021 statement in absolute Ghana cedis: profit after tax 116,357,745; total assets 4,675,000,735; total liabilities 3,959,855,811; cash and balances with banks 961,688,658. Board composition is verified at 10 directors: one non-executive chairman, six non-executive directors and three executive directors; non-executive directors are expressly independent of management, so board independence is 7/10 = 0.7. ORI6 is supported by Internal Audit reviews with summaries submitted to the Audit Committee and senior management. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located in the supplied extract. The extract includes contingency plans and BCMS 22301 wording, but it does not spell out business continuity or disaster recovery, so strict ORI3 coding remains unchanged. ORI8 remains 1 because backup and recovery from cyber incidents, attacks and disaster events is explicitly disclosed. ORI vector [1,1,0,1,1,1,1,1]; score 87.5%."
First Atlantic Bank PLC,2022,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2022 statement in absolute Ghana cedis: loss after tax -157,448; total assets 7,428,291,414; total liabilities 6,459,037,750; cash and balances with banks 1,990,143,317. Board composition is verified at 10 directors: one non-executive chairman, six non-executive directors and three executive directors; non-executive directors are expressly independent of management, so board independence is 7/10 = 0.7. ORI3 is supported by explicit infrastructure-for-business-continuity wording in the MD/CEO statement. ORI8 is supported by explicit backup and recovery from cyber incidents, attacks and disaster events. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
First Atlantic Bank PLC,2023,verified,verified,verified,corrected_and_verified,2026-08-30,Board total corrected from 9 to 10; board independence corrected from 0.4444444444444444 to 0.4,"Financial values are verified from the 2023 statement in absolute Ghana cedis: profit after tax 290,901,439; total assets 10,466,259,078; total liabilities 9,206,103,975; cash and balances with banks 3,226,880,613. Board composition is corrected to 10 directors: four explicitly independent directors, three other non-executive directors and three executive directors; no director resignations or retirements occurred during the year, so board independence is 4/10 = 0.4. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located in the supplied extract; succession-planning continuity is not coded as business continuity. ORI8 remains 1 because backup and recovery from cyber incidents, attacks and disaster events is explicitly disclosed. ORI vector [1,1,0,1,1,1,1,1]; score 87.5%."
First Atlantic Bank PLC,2024,verified,source_limited,source_limited,verified_source_limited,2026-08-30,No dataset value changes required,"The supplied 2024 evidence file is an unaudited summary for the period ended 31 March 2024, not a year-end annual report extract. The dataset therefore retains the audited 2024 financial values recovered from the 2025 annual report comparative Bank column: profit after tax 336,678,528; total assets 13,323,324,552; total liabilities 11,726,490,921; cash and balances with banks 4,600,045,233. The March 2024 summary cannot support year-end board composition or complete ORI coding, so board and ORI fields remain source-limited/blank."
First Atlantic Bank PLC,2025,verified,verified,verified,corrected_and_verified,2026-08-30,Board total corrected from 6 to 9; board independence corrected from 0.6666666666666666 to 0.4444444444444444,"Financial values are verified from the 2025 Bank columns in absolute Ghana cedis: profit after tax 483,606,994; total assets 19,191,093,231; total liabilities 16,983,459,130; cash and balances with banks 8,098,376,365. Board composition is corrected to 9 directors: an independent chairman plus eight members, comprising three non-executive directors, three independent directors and two executive directors; board independence is 4/9 = 0.4444444444444444. ORI3 is supported by explicit business continuity planning and DR-test wording. ORI8 is supported by explicit cyber crisis preparedness, incident response plans, disaster recovery capabilities and reporting of operational risk events. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
GCB Bank PLC,2020,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.54; total_liabilities p.54; cash_and_cash_equivalents p.20; profit_after_tax p.52. Year-end board composition verified on PDF p.38: 12 directors, 3 independent; ratio 0.250000. ORI1 p.109; ORI2 p.45 and p.90; ORI3 not located; ORI4 p.40; ORI5 p.33; ORI6 p.40 and p.45; ORI7 p.40; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
GCB Bank PLC,2021,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.61; total_liabilities p.61; cash_and_cash_equivalents p.22; profit_after_tax p.59. Year-end board composition verified on PDF p.45: 12 directors, 3 independent; ratio 0.250000. ORI1 p.118; ORI2 p.97; ORI3 not located; ORI4 p.48; ORI5 p.53 and p.118; ORI6 p.47 and p.98; ORI7 p.119; ORI8 not located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
GCB Bank PLC,2022,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.74; total_liabilities p.74; cash_and_cash_equivalents p.23; profit_after_tax p.72. Year-end board composition verified on PDF p.49: 13 directors, 3 independent; ratio 0.230769. ORI1 p.133; ORI2 p.111; ORI3 p.34; ORI4 p.55; ORI5 p.63; ORI6 p.63; ORI7 p.133; ORI8 p.31. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
GCB Bank PLC,2023,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.77; total_liabilities p.77; cash_and_cash_equivalents p.22; profit_after_tax p.75. Year-end board composition verified on PDF p.52: 12 directors, 3 independent; ratio 0.250000. ORI1 p.138; ORI2 p.116; ORI3 p.56; ORI4 p.56; ORI5 p.65; ORI6 p.65; ORI7 p.139; ORI8 p.34. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
GCB Bank PLC,2024,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.90; total_liabilities p.90; cash_and_cash_equivalents p.32; profit_after_tax p.88. Year-end board composition verified on PDF p.63: 12 directors, 3 independent; ratio 0.250000. ORI1 p.153; ORI2 p.128; ORI3 p.66; ORI4 p.65; ORI5 p.77; ORI6 p.78; ORI7 p.153; ORI8 not located. ORI vector [1,1,1,1,1,1,1,0]; score 87.5%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
GCB Bank PLC,2025,verified,verified,verified,verified_no_change,2026-09-02,,"Four core financial values independently matched to the report statement pages: total_assets p.88; total_liabilities p.88; cash_and_cash_equivalents p.88; profit_after_tax p.86. Year-end board composition verified on PDF p.59: 12 directors, 5 independent; ratio 0.416667. ORI1 p.147; ORI2 p.122; ORI3 p.66 and p.194; ORI4 p.65; ORI5 p.75; ORI6 p.76; ORI7 p.147; ORI8 not located. ORI vector [1,1,1,1,1,1,1,0]; score 87.5%. Negative ORI codes were retained only where no explicit qualifying disclosure was located after full-report search."
Guaranty Trust Bank (Ghana) Limited,2020,verified,verified,verified,corrected_and_verified,2026-08-30,ORI1 corrected from 0 to 1; ORI8 corrected from 0 to 1; ORI score corrected from 50.0 to 75.0,"Financial values are verified from the 2020 statement in absolute Ghana cedis: profit after tax 269,330,806; total assets 4,081,089,298; total liabilities 3,073,669,055; cash and cash equivalents 598,072,669. Board composition is verified at 7 directors and 4 independent directors, so board independence is 4/7 = 0.5714285714285714. ORI1 is corrected to 1 because the capital adequacy note discloses Total Operational Risk Equivalent Weighted Asset. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI4 remains 0 because no bank-level cyber, information-security or technology-risk disclosure was located. ORI vector [1,1,0,0,1,1,1,1]; score 75.0%."
Guaranty Trust Bank (Ghana) Limited,2021,verified,verified,verified,corrected_and_verified,2026-08-30,ORI4 corrected from 1 to 0; ORI8 corrected from 0 to 1; ORI score unchanged at 75.0,"Financial values are verified from the 2021 statement in absolute Ghana cedis: profit after tax 315,446,092; total assets 5,035,451,469; total liabilities 3,814,973,130; cash and cash equivalents 894,166,791. Board composition is verified at 7 directors and 4 independent directors, so board independence is 4/7 = 0.5714285714285714. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks. ORI4 is corrected to 0 because the Cyber and Information Security Directive wording appears in a director biography, not as a bank-level cyber/IT risk disclosure. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI vector [1,1,0,0,1,1,1,1]; score 75.0%."
Guaranty Trust Bank (Ghana) Limited,2022,verified,verified,verified,corrected_and_verified,2026-08-30,ORI3 corrected from 0 to 1; ORI8 corrected from 0 to 1; ORI score corrected from 75.0 to 100.0,"Financial values are verified from the 2022 statement in absolute Ghana cedis: profit after tax 114,981,416; total assets 7,132,786,508; total liabilities 5,797,163,070; cash and cash equivalents 1,779,275,749. Board composition is verified at 6 directors and 4 independent directors, so board independence is 4/6 = 0.6666666666666666. ORI3 is corrected to 1 because the report explicitly mentions Business Continuity training and says the GDDE accounting treatment would not adversely affect the Bank's capital adequacy and business continuity. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks. ORI4 remains 1 because the report includes cyber security customer training evidence. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Guaranty Trust Bank (Ghana) Limited,2023,verified,verified,verified,corrected_and_verified,2026-08-30,ORI3 corrected from 0 to 1; ORI8 corrected from 0 to 1; ORI score corrected from 75.0 to 100.0,"Financial values are verified from the 2023 statement in absolute Ghana cedis: profit after tax 725,786,449; total assets 11,224,352,893; total liabilities 9,161,717,746; cash and cash equivalents 3,094,740,459. Board composition is verified at 6 directors and 4 independent directors, so board independence is 4/6 = 0.6666666666666666. ORI3 is corrected to 1 because the Audit Committee report explicitly says the GDDE accounting treatment and credit losses taken would not adversely affect the Bank's capital adequacy and business continuity. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks. ORI4 remains 1 because the report discloses a Board Cyber and Information Security Committee with cyber/information-security oversight. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Guaranty Trust Bank (Ghana) Limited,2024,verified,verified,verified,corrected_and_verified,2026-08-30,ORI8 corrected from 0 to 1; ORI score corrected from 87.5 to 100.0,"Financial values are verified from the 2024 statement in absolute Ghana cedis: profit after tax 744,022,337; total assets 15,366,150,436; total liabilities 12,872,304,232; cash and cash equivalents 5,660,310,341. Board composition is verified at 6 directors and 4 independent directors, so board independence is 4/6 = 0.6666666666666666. ORI3 remains 1 because the report lists Business Continuity & Disaster Recovery Plan evidence. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks, and the operational-risk note lists development of contingency plans. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Guaranty Trust Bank (Ghana) Limited,2025,verified,verified,verified,corrected_and_verified,2026-08-30,ORI3 corrected from 0 to 1; ORI8 corrected from 0 to 1; ORI score corrected from 75.0 to 100.0,"Financial values are verified from the 2025 statement in absolute Ghana cedis: profit after tax 1,012,223,200; total assets 21,201,620,254; total liabilities 18,160,388,852; cash and cash equivalents 9,545,852,878. Board composition is verified at 6 directors and 3 explicitly independent directors, so board independence is 3/6 = 0.5. ORI3 is corrected to 1 because the report lists Business Continuity & Disaster Recovery Plan evidence and includes business-continuity/ISO 22301 senior-management expertise. ORI8 is corrected to 1 because the Board Risk Committee reviews and recommends the contingency plan for specific risks, and the operational-risk note lists development of contingency plans. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Republic Bank (Ghana) PLC,2020,verified,verified,verified,verified_no_change,2026-08-30,No changes required,"Financial values are verified from the 2020 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 51,624,000; total assets 3,647,785,000; total liabilities 3,039,551,000; cash and cash equivalents 906,641,000. Board composition is verified at 9 directors: one non-executive chairman, seven other non-executive directors and one managing director; the non-executive directors are expressly independent of management, so board independence is 8/9 = 0.8888888888888888. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or contingency-plan disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Republic Bank (Ghana) PLC,2021,verified,verified,verified,corrected_and_verified,2026-08-30,Board total corrected from 9 to 8; independent directors corrected from 8 to 7; board independence corrected from 0.8888888888888888 to 0.875; ORI1 corrected from 0 to 1; ORI score corrected from 62.5 to 75.0,"Financial values are verified from the 2021 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 81,698,000; total assets 4,226,259,000; total liabilities 3,536,327,000; cash and cash equivalents 946,055,000. Board composition is corrected to year-end active composition after excluding Mr. David Dulal-Whiteway, who resigned in February 2021: one non-executive chairman, six other non-executive directors and one managing director; the non-executive directors are expressly independent of management, so board independence is 7/8 = 0.875. ORI1 is corrected to 1 because the financial risk-management note explicitly discusses operational risk. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or contingency-plan disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Republic Bank (Ghana) PLC,2022,verified,verified,verified,corrected_and_verified,2026-08-30,ORI1 corrected from 0 to 1; ORI score corrected from 62.5 to 75.0,"Financial values are verified from the 2022 Bank columns in GHS thousands and normalized to absolute GHS: loss after tax -66,837,000; total assets 5,080,292,000; total liabilities 4,418,768,000; cash and cash equivalents 1,759,927,000. Board composition is verified at 9 directors after the December 2022 appointment: one non-executive chairman, seven other non-executive directors and one managing director; the non-executive directors are expressly independent of management, so board independence is 8/9 = 0.8888888888888888. ORI1 is corrected to 1 because the financial risk-management note explicitly discusses operational risk and the risk-management framework. ORI3 remains 0 because no explicit business-continuity or disaster-recovery disclosure was located; general resilience/recoverability wording was not treated as ORI3 evidence. ORI8 remains 0 because no explicit crisis-management, incident-response, disruption-response or contingency-plan disclosure was located. ORI vector [1,1,0,1,1,1,1,0]; score 75.0%."
Republic Bank (Ghana) PLC,2023,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2023 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 130,404,000; total assets 6,952,222,000; total liabilities 6,160,294,000; cash and cash equivalents 2,985,556,000. Board composition is verified at 9 directors: one non-executive chairman, seven other non-executive directors and one managing director; the non-executive directors are expressly independent of management, so board independence is 8/9 = 0.8888888888888888. ORI3 remains 1 because the report explicitly states that completed ISO27001/ISO22301/PCI DSS certification will enhance governance, embedded security and business continuity in business operations. ORI4 is supported by the bank-level Cyber & Information Security Committee report. ORI8 remains 0 because no explicit crisis-management, disruption-response, contingency-plan or formal incident-response framework disclosure was located. ORI vector [1,1,1,1,1,1,1,0]; score 87.5%."
Republic Bank (Ghana) PLC,2024,verified,verified,verified,corrected_and_verified,2026-08-30,ORI3 corrected from 0 to 1; ORI score corrected from 87.5 to 100.0,"Financial values are verified from the 2024 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 187,702,000; total assets 9,544,596,000; total liabilities 8,564,966,000; cash and cash equivalents 4,470,741,000. Board composition is verified at 8 directors after the retirement/exit of four directors and appointment of three independent non-executive directors; board independence is 3/8 = 0.375. ORI3 is corrected to 1 because the Cyber & Information Security Committee report explicitly says two disaster recovery tests were successfully performed. ORI8 remains 1 because the report discloses enhanced threat detection/response capabilities and incident-response capabilities. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Republic Bank (Ghana) PLC,2025,verified,verified,verified,corrected_and_verified,2026-08-30,ORI8 corrected from 0 to 1; ORI score corrected from 87.5 to 100.0,"Financial values are verified from the 2025 Bank columns in GHS thousands and normalized to absolute GHS: profit after tax 254,590,000; total assets 12,265,013,000; total liabilities 11,030,793,000; cash and cash equivalents 6,033,188,000. Board composition is verified at 8 directors: an independent non-executive chairman, one managing director, three independent non-executive directors and three non-executive directors; board independence is 4/8 = 0.5. ORI3 remains 1 because the Cyber, Information Security & Technology Committee report explicitly references ongoing disaster recovery testing. ORI8 is corrected to 1 because the report states that the 24/7 Security Operations Centre provides real-time threat detection and enables the Bank to rapidly identify and respond to incidents across all banking channels. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2020,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2020 statement in absolute Ghana cedis: profit after tax 154,208,915; total assets 5,115,206,352; total liabilities 4,189,611,463; cash and cash equivalents 1,561,983,616. Board composition is verified at 8 directors as at 31 December 2020; independent directors are the independent non-executive chair and Martine Hitti, while Francis Awua-Kyerematen is excluded from the year-end count because Bank of Ghana approval was granted on 23 February 2021. Board independence is 2/8 = 0.25. ORI3 remains 1 because the operational-risk note explicitly states that the Bank adopted Group BCP policy/methodology, reviewed Business Continuity Planning and Operational Risk processes, and introduces, maintains and tests the BCP and crisis management system. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2021,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2021 statement in absolute Ghana cedis: profit after tax 184,329,633; total assets 5,437,022,119; total liabilities 4,408,456,782; cash and cash equivalents 963,960,922. Board composition is verified at 9 active year-end directors after excluding Martine Hitti, who resigned in February 2021, and Yvon Puyou, whose appointment date is 24 January 2022. Independent directors are the independent non-executive chair, Francis Awua-Kyerematen and Juliana Asante; board independence is 3/9 = 0.3333333333333333. ORI3 remains 1 because the report explicitly says Business Continuity Activities focused on continuity of the Bank's business, User Recovery Sites, and Business Impact Analysis for recovery in crisis or disaster. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2022,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2022 statement in absolute Ghana cedis: profit after tax 108,839,926; total assets 6,595,836,103; total liabilities 5,507,198,278; cash and cash equivalents 1,950,873,066. Board composition is verified at 12 directors as at 31 December 2022 with four independent non-executive directors; board independence is 4/12 = 0.3333333333333333. ORI3 remains 1 because Crisis Management and Business Continuity Plans are explicitly disclosed, including predetermined actions for potentially disruptive incidents, continued BCP strategy testing, Business Impact Analysis, and IT-application recovery in the event of crisis or disaster. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2023,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2023 statement in absolute Ghana cedis: profit after tax 424,802,981; total assets 8,529,826,553; total liabilities 7,016,823,673; cash and cash equivalents 2,131,699,314. Board composition is verified at 12 active year-end directors after excluding Agnes Tauty Giraldi, who resigned on 29 June 2023; independent directors are Margaret Boateng Sekyere, Francis Awua-Kyerematen, Juliana Asante and Peggy Dzodzomenyo, so board independence is 4/12 = 0.3333333333333333. ORI3 remains 1 because the report explicitly says the Bank had a resilient Crisis Management and Business Continuity Plan that was continuously tested during the year, with Business Impact Analysis identifying vital functions and sensitive IT applications for crisis scenarios. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2024,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2024 statement in absolute Ghana cedis: profit after tax 551,299,247; total assets 10,396,290,693; total liabilities 7,950,408,770; cash and cash equivalents 3,579,482,591. Board composition is verified at 11 active year-end directors after excluding Georges Wega, who resigned on 5 August 2024; independent directors are Margaret Boateng Sekyere, Francis Awua-Kyerematen, Juliana Asante and Peggy Dzodzomenyo, so board independence is 4/11 = 0.3636363636363636. ORI3 remains 1 because the report explicitly says the Bank's Crisis Management and Business Continuity Plan was further tested in 2024 through simulations and that Business Impact Analysis identified critical functions and IT applications for emergencies. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Societe Generale Ghana PLC,2025,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2025 statement in absolute Ghana cedis: profit after tax 397,001,300; total assets 9,676,100,447; total liabilities 7,074,325,288; cash and cash equivalents 2,676,280,210. Board composition is verified from the explicit year-end statement at 11 directors with four independent non-executive directors, so board independence is 4/11 = 0.3636363636363636. ORI3 remains 1 because the report explicitly says the Bank further tested Business Continuity and Crisis Management preparedness through scenario-based exercises and reviews of critical processes, and updated Business Impact Analysis to keep critical functions and applications protected against disruptions. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Stanbic Bank Ghana Limited,2020,verified,verified,verified,corrected_and_verified,2026-08-29,Genuine Stanbic Ghana 2020 annual report recovered; row changed from wrong-source excluded to complete; ORI score set to 100.0,"Financial values are verified from the 2020 statements in GHS'000 and normalized to absolute GHS: profit for the year 326,055,000; cash and cash equivalents 4,024,397,000; total assets 12,742,132,000; total liabilities 11,062,088,000. Board composition is verified at 8 directors and 5 independent non-executive directors. ORI1 p. 62; ORI2 p. 8; ORI3 p. 4; ORI4 p. 4; ORI5 p. 4; ORI6 p. 51; ORI7 p. 14 and p. 51; ORI8 p. 59. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Stanbic Bank Ghana Limited,2021,verified,verified,verified,corrected_and_verified,2026-08-29,Genuine Stanbic Ghana 2021 annual report recovered; row changed from wrong-source excluded to complete; ORI score set to 100.0,"Financial values are verified from the 2021 statements in GHS'000 and normalized to absolute GHS: profit for the year 405,190,000; cash and cash equivalents 3,316,768,000; total assets 14,043,097,000; total liabilities 12,090,296,000. Board composition is verified at 7 directors and 4 independent non-executive directors. ORI1 p. 62; ORI2 p. 7; ORI3 p. 4 and p. 62; ORI4 p. 9; ORI5 p. 51; ORI6 p. 4; ORI7 p. 13 and p. 51; ORI8 p. 59. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Stanbic Bank Ghana Limited,2022,verified,verified,verified,corrected_and_verified,2026-08-29,Genuine Stanbic Ghana 2022 annual report recovered; row changed from wrong-source excluded to complete; ORI score set to 100.0,"Financial values are verified from the 2022 statements in GHS'000 and normalized to absolute GHS: loss for the year 62,595,000; cash and cash equivalents 8,592,750,000; total assets 18,597,451,000; total liabilities 16,889,659,000. Board composition is verified at 9 directors and 5 independent non-executive directors. ORI1 p. 63; ORI2 p. 7; ORI3 p. 5 and p. 63; ORI4 p. 5; ORI5 p. 5; ORI6 p. 11; ORI7 p. 16; ORI8 p. 60. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Stanbic Bank Ghana Limited,2023,verified,verified,verified,corrected_and_verified,2026-08-29,ORI1 corrected from 0 to 1; ORI score corrected from 75.0 to 87.5,ORI3 retained at 0: no explicit business-continuity or disaster-recovery disclosure; Integrated Recovery Plan appears only as an unexplained agenda label. ORI7 confirmed by explicit financial-crime controls and AML/CFT disclosure.
Stanbic Bank Ghana Limited,2024,verified,verified,verified,corrected_and_verified,2026-08-29,ORI8 corrected from 0 to 1; ORI score corrected from 75.0 to 87.5,"Financial values match the 2024 statements. Year-end board comprises 8 directors: 5 independent non-executive, 2 other non-executive and 1 executive. ORI3 retained at 0 because no explicit business-continuity or disaster-recovery arrangement is disclosed; p. 128 explicitly supports ORI8 through a liquidity contingency plan and crisis-response strategy."
Stanbic Bank Ghana Limited,2025,verified,verified,verified,verified,2026-08-29,,"Financial values and year-end board composition of 8 directors (5 independent) are verified. All eight ORI items are explicitly supported: ORI7 p. 8; ORI3 and ORI4 p. 10; ORI2 p. 36; ORI5 and ORI6 p. 37; ORI8 p. 123; ORI1 p. 129. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Standard Chartered Bank Ghana PLC,2020,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2020 statement in GHS thousands and normalized to absolute GHS: profit after tax 478,296,000; total assets 8,031,674,000; total liabilities 6,564,870,000; cash and cash equivalents 2,724,718,000. Board composition is verified at 9 directors from the corporate information roster; three directors are explicitly labelled Independent Non-Executive Director, so board independence is 3/9 = 0.3333333333333333. ORI3 remains 1 because the Chairman's statement explicitly says management and colleagues showed commitment to ensure business continuity during the pandemic. ORI8 remains 1 because the liquidity risk note states that contingency plans are in place for any liquidity crisis and that the Bank has a liquidity crisis management committee. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
Standard Chartered Bank Ghana PLC,2021,verified,verified,verified,verified_no_change,2026-08-30,No dataset value changes required,"Financial values are verified from the 2021 statement in GHS thousands and normalized to absolute GHS: profit after tax 436,934,000; total assets 10,120,576,000; total liabilities 8,477,294,000; cash and cash equivalents 3,203,097,000. Board composition is verified from the approval-date statement at 7 directors, two executive directors and five non-executive directors, out of which 4 are independent; board independence is 4/7 = 0.5714285714285714. ORI3 remains 1 because the Board Cyber and Information Security Committee report states that adequate business resilience arrangements for disaster recovery and business continuity are in place. ORI8 remains 1 because the liquidity risk note states that contingency plans are in place for any liquidity crisis and that the Bank has a liquidity crisis management committee. ORI vector [1,1,1,1,1,1,1,1]; score 100.0%."
